;winner
EUW1_5759695026;red
EUW1_5759696944;red
EUW1_5759697940;red
EUW1_5759700672;red
EUW1_5759705210;blue
EUW1_5759705377;red
EUW1_5759706334;blue
EUW1_5759708333;red
EUW1_5759711027;red
EUW1_5759711814;blue
EUW1_5759712496;red
EUW1_5759714864;blue
EUW1_5759716268;blue
EUW1_5759717679;blue
EUW1_5759719918;blue
EUW1_5759721759;red
EUW1_5759722123;red
EUW1_5759729799;red
EUW1_5759734160;red
EUW1_5759734623;red
EUW1_5759735165;blue
EUW1_5759735591;blue
EUW1_5759738682;red
EUW1_5759739214;red
EUW1_5759741300;red
EUW1_5759742792;red
EUW1_5759748619;blue
EUW1_5759751988;red
EUW1_5759758544;red
EUW1_5759759849;blue
EUW1_5759759970;blue
EUW1_5759763836;blue
EUW1_5759765273;blue
EUW1_5759770830;blue
EUW1_5759770855;blue
EUW1_5759784178;blue
EUW1_5759787543;blue
EUW1_5759791205;blue
EUW1_5759796580;blue
EUW1_5759799016;red
EUW1_5759807194;red
EUW1_5759809297;red
EUW1_5759810190;blue
EUW1_5759811174;red
EUW1_5759813650;blue
EUW1_5759814040;red
EUW1_5759814277;red
EUW1_5759819717;blue
EUW1_5759822484;red
EUW1_5759825328;red
EUW1_5759825592;blue
EUW1_5759825912;red
EUW1_5759827854;blue
EUW1_5759828586;red
EUW1_5759835045;blue
EUW1_5759836498;red
EUW1_5759836919;blue
EUW1_5759839273;blue
EUW1_5759841494;red
EUW1_5759842954;red
EUW1_5759844606;red
EUW1_5759854069;blue
EUW1_5759855645;red
EUW1_5759856782;red
EUW1_5759862659;blue
EUW1_5759863754;red
EUW1_5759867184;blue
EUW1_5759870038;blue
EUW1_5759873192;red
EUW1_5759888274;blue
EUW1_5759890182;blue
EUW1_5759898602;blue
EUW1_5759900968;blue
EUW1_5759904880;red
EUW1_5759908902;red
EUW1_5759915976;blue
EUW1_5759916979;blue
EUW1_5759920615;red
EUW1_5759921813;blue
EUW1_5759931316;red
EUW1_5759942088;red
EUW1_5759944039;red
EUW1_5759945571;red
EUW1_5759948471;blue
EUW1_5759951288;red
EUW1_5759958269;blue
EUW1_5759958508;red
EUW1_5759960045;blue
EUW1_5759964832;red
EUW1_5759964968;red
EUW1_5759966555;red
EUW1_5759967330;red
EUW1_5759967734;red
EUW1_5759972688;red
EUW1_5759973041;red
EUW1_5759986026;red
EUW1_5759986697;red
EUW1_5759993612;blue
EUW1_5759994076;red
EUW1_5759997100;blue
EUW1_5760002031;blue
EUW1_5760002783;red
EUW1_5760003333;red
EUW1_5760009719;blue
EUW1_5760015088;red
EUW1_5760022937;blue
EUW1_5760023710;red
EUW1_5760025551;blue
EUW1_5760029412;blue
EUW1_5760029492;red
EUW1_5760031598;blue
EUW1_5760033171;red
EUW1_5760036392;red
EUW1_5760038025;red
EUW1_5760038575;blue
EUW1_5760038843;blue
EUW1_5760040872;red
EUW1_5760050269;red
EUW1_5760054674;blue
EUW1_5760061599;blue
EUW1_5760062326;blue
EUW1_5760063067;red
EUW1_5760066653;blue
EUW1_5760069993;blue
EUW1_5760070028;red
EUW1_5760070516;red
EUW1_5760074020;red
EUW1_5760075320;red
EUW1_5760076261;red
EUW1_5760078734;red
EUW1_5760082706;red
EUW1_5760086796;blue
EUW1_5760086992;red
EUW1_5760090404;red
EUW1_5760090859;red
EUW1_5760091945;blue
EUW1_5760093117;blue
EUW1_5760094398;blue
EUW1_5760095060;blue
EUW1_5760098063;red
EUW1_5760103406;blue
EUW1_5760106711;red
EUW1_5760107777;blue
EUW1_5760108444;red
EUW1_5760109148;blue
EUW1_5760114784;red
EUW1_5760116213;blue
EUW1_5760121420;red
EUW1_5760121710;blue
EUW1_5760124597;blue
EUW1_5760127155;blue
EUW1_5760131616;red
EUW1_5760132684;red
EUW1_5760134277;red
EUW1_5760138959;red
EUW1_5760141690;red
EUW1_5760145112;blue
EUW1_5760148898;blue
EUW1_5760153784;blue
EUW1_5760154997;blue
EUW1_5760156977;red
EUW1_5760161955;red
EUW1_5760161986;blue
EUW1_5760163261;blue
EUW1_5760169738;red
EUW1_5760169813;blue
EUW1_5760169939;red
EUW1_5760171375;red
EUW1_5760171378;blue
EUW1_5760175614;blue
EUW1_5760186728;red
EUW1_5760188546;blue
EUW1_5760189951;blue
EUW1_5760190579;blue
EUW1_5760192561;blue
EUW1_5760196517;red
EUW1_5760202650;blue
EUW1_5760203895;blue
EUW1_5760205176;red
EUW1_5760205429;blue
EUW1_5760210399;blue
EUW1_5760213478;blue
EUW1_5760215047;red
EUW1_5760215304;blue
EUW1_5760216783;red
EUW1_5760219099;blue
EUW1_5760223712;red
EUW1_5760223949;blue
EUW1_5760227363;red
EUW1_5760230435;red
EUW1_5760234206;red
EUW1_5760238224;red
EUW1_5760243388;blue
EUW1_5760247268;blue
EUW1_5760248620;blue
EUW1_5760257356;blue
EUW1_5760257994;blue
EUW1_5760258754;blue
EUW1_5760258917;red
EUW1_5760259139;red
EUW1_5760262554;blue
EUW1_5760262982;red
EUW1_5760264082;blue
EUW1_5760271778;red
EUW1_5760276760;red
EUW1_5760278909;red
EUW1_5760279673;blue
EUW1_5760279755;red
EUW1_5760280962;red
EUW1_5760282034;red
EUW1_5760286630;blue
EUW1_5760295755;blue
EUW1_5760296544;red
EUW1_5760299390;red
EUW1_5760301928;blue
EUW1_5760311572;blue
EUW1_5760312515;blue
EUW1_5760314812;red
EUW1_5760322739;red
EUW1_5760324227;blue
EUW1_5760327069;red
EUW1_5760335062;blue
EUW1_5760335746;red
EUW1_5760336381;blue
EUW1_5760343664;red
EUW1_5760350753;red
EUW1_5760351758;red
EUW1_5760362409;blue
EUW1_5760362669;blue
EUW1_5760366778;red
EUW1_5760375461;blue
EUW1_5760376084;blue
EUW1_5760381502;red
EUW1_5760391300;blue
EUW1_5760393601;blue
EUW1_5760397444;red
EUW1_5760398306;blue
EUW1_5760402797;blue
EUW1_5760404413;blue
EUW1_5760414231;blue
EUW1_5760414630;blue
EUW1_5760418537;red
EUW1_5760422464;blue
EUW1_5760432101;blue
EUW1_5760434552;red
EUW1_5760437841;red
EUW1_5760438168;red
EUW1_5760439012;blue
EUW1_5760439825;red
EUW1_5760445239;red
EUW1_5760452485;red
EUW1_5760453364;red
EUW1_5760455981;red
EUW1_5760459642;red
EUW1_5760460565;red
EUW1_5760461790;blue
EUW1_5760462857;red
EUW1_5760462880;blue
EUW1_5760465962;red
EUW1_5760474510;blue
EUW1_5760477097;red
EUW1_5760480232;blue
EUW1_5760480751;red
EUW1_5760484375;blue
EUW1_5760498088;red
EUW1_5760498306;red
EUW1_5760499126;blue
EUW1_5760502677;red
EUW1_5760507445;blue
EUW1_5760513146;red
EUW1_5760518292;red
EUW1_5760520932;blue
EUW1_5760529250;blue
EUW1_5760535485;red
EUW1_5760536436;red
EUW1_5760536816;red
EUW1_5760563092;blue
EUW1_5760563248;red
EUW1_5760564739;red
EUW1_5760566964;red
EUW1_5760574420;red
EUW1_5760583700;red
EUW1_5760585425;blue
EUW1_5760589233;blue
EUW1_5760605993;blue
EUW1_5760610119;red
EUW1_5760618616;blue
EUW1_5760625403;red
EUW1_5760626062;red
EUW1_5760626426;blue
EUW1_5760640692;blue
EUW1_5760646719;blue
EUW1_5760647724;blue
EUW1_5760651109;blue
EUW1_5760651341;red
EUW1_5760661825;blue
EUW1_5760662997;red
EUW1_5760676292;blue
EUW1_5760679929;blue
EUW1_5760680346;red
EUW1_5760684336;blue
EUW1_5760686291;red
EUW1_5760688922;blue
EUW1_5760691441;red
EUW1_5760694552;red
EUW1_5760703876;red
EUW1_5760717162;red
EUW1_5760717649;red
EUW1_5760725736;blue
EUW1_5760729177;red
EUW1_5760737284;blue
EUW1_5760742757;red
EUW1_5760745479;blue
EUW1_5760757211;red
EUW1_5760763659;red
EUW1_5760765548;red
EUW1_5760770872;blue
EUW1_5760771439;red
EUW1_5760772425;red
EUW1_5760773145;red
EUW1_5760776986;red
EUW1_5760777128;red
EUW1_5760779207;blue
EUW1_5760792177;blue
EUW1_5760796815;red
EUW1_5760801263;red
EUW1_5760802332;red
EUW1_5760807761;red
EUW1_5760818413;blue
EUW1_5760819630;red
EUW1_5760823003;red
EUW1_5760834465;blue
EUW1_5760839516;red
EUW1_5760840311;red
EUW1_5760840862;blue
EUW1_5760847481;red
EUW1_5760941805;red
EUW1_5760945303;red
EUW1_5760946664;blue
EUW1_5760949649;blue
EUW1_5760966677;blue
EUW1_5760968121;blue
EUW1_5760971230;blue
EUW1_5760972697;blue
EUW1_5760973554;red
EUW1_5760974805;red
EUW1_5760975914;blue
EUW1_5760989609;blue
EUW1_5760992688;blue
EUW1_5761006438;blue
EUW1_5761011935;blue
EUW1_5761013129;blue
EUW1_5761020501;red
EUW1_5761026529;red
EUW1_5761029209;blue
EUW1_5761032354;red
EUW1_5761033687;red
EUW1_5761037850;red
EUW1_5761039822;blue
EUW1_5761048713;red
EUW1_5761050159;red
EUW1_5761282661;red
EUW1_5761314680;red
EUW1_5761317133;blue
EUW1_5761321756;blue
EUW1_5761323980;blue
EUW1_5761324271;blue
EUW1_5761330801;red
EUW1_5761338253;blue
EUW1_5761340155;red
EUW1_5761340170;red
EUW1_5761342238;blue
EUW1_5761346766;red
EUW1_5761347941;blue
EUW1_5761348489;red
EUW1_5761363035;red
EUW1_5761365286;blue
EUW1_5761367884;blue
EUW1_5761368582;red
EUW1_5761374195;blue
EUW1_5761375379;blue
EUW1_5761383229;blue
EUW1_5761385929;red
EUW1_5761388870;red
EUW1_5761396055;blue
EUW1_5761399066;red
EUW1_5761412111;red
EUW1_5761412853;red
EUW1_5761414613;red
EUW1_5761414936;red
EUW1_5761428602;blue
EUW1_5761430414;blue
EUW1_5761437659;blue
EUW1_5761441605;red
EUW1_5761443825;red
EUW1_5761445714;red
EUW1_5761450515;red
EUW1_5761457001;red
EUW1_5761464760;blue
EUW1_5761466060;blue
EUW1_5761468693;blue
EUW1_5761469679;red
EUW1_5761470642;red
EUW1_5761473955;blue
EUW1_5761474972;blue
EUW1_5761475161;red
EUW1_5761479205;red
EUW1_5761481827;blue
EUW1_5761482918;red
EUW1_5761488111;red
EUW1_5761492476;red
EUW1_5761494570;blue
EUW1_5761497695;blue
EUW1_5761500567;blue
EUW1_5761513541;blue
EUW1_5761528141;blue
EUW1_5761536927;red
EUW1_5761544530;blue
EUW1_5761545729;blue
EUW1_5761550699;red
EUW1_5761556095;red
EUW1_5761557412;blue
EUW1_5761560154;blue
EUW1_5761564977;red
EUW1_5761571079;red
EUW1_5761574627;red
EUW1_5761579354;red
EUW1_5761579679;red
EUW1_5761582158;red
EUW1_5761582669;red
EUW1_5761586703;red
EUW1_5761589370;blue
EUW1_5761592284;blue
EUW1_5761598161;blue
EUW1_5761600046;blue
EUW1_5761606414;red
EUW1_5761608273;blue
EUW1_5761609624;blue
EUW1_5761618109;blue
EUW1_5761621763;blue
EUW1_5761623363;red
EUW1_5761625354;blue
EUW1_5761625652;red
EUW1_5761627828;red
EUW1_5761638025;blue
EUW1_5761641452;blue
EUW1_5761642587;blue
EUW1_5761655096;blue
EUW1_5761657638;blue
EUW1_5761659246;blue
EUW1_5761660334;red
EUW1_5761668460;red
EUW1_5761672889;red
EUW1_5761678025;blue
EUW1_5761678412;red
EUW1_5761683688;red
EUW1_5761683796;red
EUW1_5761687345;blue
EUW1_5761689750;red
EUW1_5761691830;red
EUW1_5761692078;blue
EUW1_5761693719;blue
EUW1_5761694041;blue
EUW1_5761697335;red
EUW1_5761698839;red
EUW1_5761700623;red
EUW1_5761700644;red
EUW1_5761701538;blue
EUW1_5761701975;blue
EUW1_5761703654;blue
EUW1_5761704482;red
EUW1_5761705452;red
EUW1_5761706415;red
EUW1_5761715264;red
EUW1_5761717583;red
EUW1_5761719773;red
EUW1_5761720411;blue
EUW1_5761723738;blue
EUW1_5761725725;blue
EUW1_5761727016;red
EUW1_5761727091;red
EUW1_5761728941;red
EUW1_5761732335;red
EUW1_5761754819;red
EUW1_5761759929;blue
EUW1_5761761596;red
EUW1_5761762004;blue
EUW1_5761762333;red
EUW1_5761768242;red
EUW1_5761779188;red
EUW1_5761781201;blue
EUW1_5761781280;blue
EUW1_5761783844;blue
EUW1_5761789283;blue
EUW1_5761794085;red
EUW1_5761802872;red
EUW1_5761804585;blue
EUW1_5761805140;blue
EUW1_5761806650;red
EUW1_5761807611;blue
EUW1_5761812290;red
EUW1_5761820076;red
EUW1_5761822441;red
EUW1_5761824525;red
EUW1_5761826900;blue
EUW1_5761827816;red
EUW1_5761832407;red
EUW1_5761834948;red
EUW1_5761835119;red
EUW1_5761850460;blue
EUW1_5761857694;red
EUW1_5761858906;red
EUW1_5761862389;red
EUW1_5761864006;blue
EUW1_5761864665;blue
EUW1_5761866371;blue
EUW1_5761875606;red
EUW1_5761875679;blue
EUW1_5761878398;blue
EUW1_5761888493;red
EUW1_5761900485;blue
EUW1_5761909213;red
EUW1_5761913963;red
EUW1_5761921303;red
EUW1_5761923680;blue
EUW1_5761929218;blue
EUW1_5761931086;red
EUW1_5761934277;red
EUW1_5761934905;red
EUW1_5761936057;blue
EUW1_5761943819;blue
EUW1_5761944079;red
EUW1_5761945437;blue
EUW1_5761950317;red
EUW1_5761956064;red
EUW1_5761966575;red
EUW1_5761966655;blue
EUW1_5761967647;blue
EUW1_5761968227;red
EUW1_5761997481;blue
EUW1_5761998159;red
EUW1_5761999620;red
EUW1_5762001459;red
EUW1_5762001827;red
EUW1_5762003108;blue
EUW1_5762004733;red
EUW1_5762009411;blue
EUW1_5762013341;red
EUW1_5762018077;red
EUW1_5762020063;red
EUW1_5762022229;red
EUW1_5762023275;blue
EUW1_5762027886;red
EUW1_5762029340;red
EUW1_5762041839;blue
EUW1_5762046266;red
EUW1_5762046698;red
EUW1_5762052893;blue
EUW1_5762058378;blue
EUW1_5762065673;red
EUW1_5762071003;blue
EUW1_5762076268;blue
EUW1_5762087382;red
EUW1_5762101816;red
EUW1_5762107702;blue
EUW1_5762113771;red
EUW1_5762121584;red
EUW1_5762126285;blue
EUW1_5762127485;red
EUW1_5762130725;blue
EUW1_5762135680;red
EUW1_5762137194;red
EUW1_5762137539;red
EUW1_5762152968;red
EUW1_5762153815;red
EUW1_5762158052;red
EUW1_5762163974;blue
EUW1_5762168904;blue
EUW1_5762172527;blue
EUW1_5762194373;blue
EUW1_5762199510;red
EUW1_5762203125;red
EUW1_5762217687;red
EUW1_5762218138;red
EUW1_5762229638;red
EUW1_5762232955;red
EUW1_5762233401;red
EUW1_5762235212;red
EUW1_5762239107;red
EUW1_5762241556;blue
EUW1_5762241589;blue
EUW1_5762242298;blue
EUW1_5762246962;red
EUW1_5762247195;red
EUW1_5762254262;blue
EUW1_5762259102;blue
EUW1_5762260203;red
EUW1_5762269668;red
EUW1_5762276562;red
EUW1_5762298231;blue
EUW1_5762302339;red
EUW1_5762307759;blue
EUW1_5762310363;blue
EUW1_5762320234;red
EUW1_5762334016;blue
EUW1_5762334843;red
EUW1_5762335634;blue
EUW1_5762342079;red
EUW1_5762350896;blue
EUW1_5762366615;blue
EUW1_5762367407;red
EUW1_5762375425;red
EUW1_5762377689;red
EUW1_5762383903;blue
EUW1_5762386893;red
EUW1_5762388485;red
EUW1_5762389471;red
EUW1_5762392434;blue
EUW1_5762411648;blue
EUW1_5762412908;red
EUW1_5762416061;red
EUW1_5762417917;blue
EUW1_5762422338;blue
EUW1_5762426197;red
EUW1_5762427223;red
EUW1_5762428072;red
EUW1_5762429703;blue
EUW1_5762437152;red
EUW1_5762443727;blue
EUW1_5762444422;blue
EUW1_5762445153;red
EUW1_5762451335;red
EUW1_5762451574;blue
EUW1_5762456033;red
EUW1_5762488504;blue
EUW1_5762502636;red
EUW1_5762504047;blue
EUW1_5762508018;red
EUW1_5762508838;red
EUW1_5762513175;blue
EUW1_5762520515;blue
EUW1_5762521222;red
EUW1_5762523919;red
EUW1_5762526932;blue
EUW1_5762528308;blue
EUW1_5762530780;red
EUW1_5762536752;blue
EUW1_5762540329;blue
EUW1_5762542394;red
EUW1_5762547803;blue
EUW1_5762561011;red
EUW1_5762562109;blue
EUW1_5762566515;red
EUW1_5762567862;red
EUW1_5762583094;red
EUW1_5762588864;blue
EUW1_5762589694;blue
EUW1_5762592780;blue
EUW1_5762595262;red
EUW1_5762607813;red
EUW1_5762614523;red
EUW1_5762617210;blue
EUW1_5762631071;red
EUW1_5762636085;red
EUW1_5762637549;red
EUW1_5762637703;blue
EUW1_5762664525;red
EUW1_5762664980;blue
EUW1_5762665971;red
EUW1_5762673249;red
EUW1_5762673754;red
EUW1_5762680112;red
EUW1_5762682622;blue
EUW1_5762698518;red
EUW1_5762698749;blue
EUW1_5762700649;blue
EUW1_5762701371;blue
EUW1_5762702118;red
EUW1_5762705955;blue
EUW1_5762707604;blue
EUW1_5762711485;blue
EUW1_5762711611;red
EUW1_5762715100;blue
EUW1_5762721222;blue
EUW1_5762722799;red
EUW1_5762735185;blue
EUW1_5762737308;blue
EUW1_5762739157;red
EUW1_5762740733;red
EUW1_5762743811;blue
EUW1_5762752167;blue
EUW1_5762769601;blue
EUW1_5762773402;blue
EUW1_5762785997;red
EUW1_5762791545;blue
EUW1_5762802107;blue
EUW1_5762803634;blue
EUW1_5762804737;blue
EUW1_5762807657;red
EUW1_5762808230;blue
EUW1_5762809932;red
EUW1_5762817868;blue
EUW1_5762820344;red
EUW1_5762822879;red
EUW1_5762823691;red
EUW1_5762827809;blue
EUW1_5762834702;red
EUW1_5762835027;red
EUW1_5762845374;red
EUW1_5762848539;blue
EUW1_5762850392;red
EUW1_5762853681;blue
EUW1_5762855760;blue
EUW1_5762856538;red
EUW1_5762867919;blue
EUW1_5762868091;blue
EUW1_5762868928;blue
EUW1_5762869800;red
EUW1_5762871175;red
EUW1_5762874907;blue
EUW1_5762875838;blue
EUW1_5762879838;red
EUW1_5762880980;blue
EUW1_5762883847;red
EUW1_5762885914;blue
EUW1_5762886689;blue
EUW1_5762890100;red
EUW1_5762892540;red
EUW1_5762896913;blue
EUW1_5762898090;blue
EUW1_5762898514;red
EUW1_5762901623;blue
EUW1_5762907249;blue
EUW1_5762916321;red
EUW1_5762916951;blue
EUW1_5762917782;red
EUW1_5762920854;blue
EUW1_5762923701;blue
EUW1_5762927096;red
EUW1_5762937474;blue
EUW1_5762938415;blue
EUW1_5762938639;blue
EUW1_5762938688;red
EUW1_5762941997;blue
EUW1_5762946167;red
EUW1_5762958060;blue
EUW1_5762959944;blue
EUW1_5762962577;red
EUW1_5762964052;blue
EUW1_5762964288;red
EUW1_5762965356;blue
EUW1_5762965696;red
EUW1_5762976478;red
EUW1_5762978272;red
EUW1_5762980429;red
EUW1_5762983808;red
EUW1_5762990807;red
EUW1_5762996031;red
EUW1_5762998837;red
EUW1_5762999176;red
EUW1_5762999901;red
EUW1_5763001515;blue
EUW1_5763002238;red
EUW1_5763003591;blue
EUW1_5763004171;red
EUW1_5763007248;red
EUW1_5763008711;blue
EUW1_5763011631;blue
EUW1_5763015099;red
EUW1_5763017267;blue
EUW1_5763026976;red
EUW1_5763035246;red
EUW1_5763040452;blue
EUW1_5763049930;blue
EUW1_5763053618;red
EUW1_5763054821;blue
EUW1_5763055882;red
EUW1_5763058066;blue
EUW1_5763060921;red
EUW1_5763062733;blue
EUW1_5763063575;blue
EUW1_5763067403;red
EUW1_5763072147;blue
EUW1_5763082627;blue
EUW1_5763085159;blue
EUW1_5763086843;red
EUW1_5763087936;blue
EUW1_5763089654;red
EUW1_5763090564;red
EUW1_5763090959;blue
EUW1_5763092695;red
EUW1_5763093041;red
EUW1_5763107986;blue
EUW1_5763125621;blue
EUW1_5763133845;red
EUW1_5763134884;red
EUW1_5763135615;blue
EUW1_5763139430;red
EUW1_5763142423;blue
EUW1_5763143411;blue
EUW1_5763146164;blue
EUW1_5763151748;blue
EUW1_5763156220;blue
EUW1_5763159872;red
EUW1_5763174367;red
EUW1_5763178728;red
EUW1_5763188287;red
EUW1_5763194191;blue
EUW1_5763195067;red
EUW1_5763197908;blue
EUW1_5763201069;red
EUW1_5763207210;blue
EUW1_5763214829;red
EUW1_5763226965;blue
EUW1_5763235314;red
EUW1_5763240388;red
EUW1_5763243555;red
EUW1_5763246818;red
EUW1_5763248599;red
EUW1_5763250754;blue
EUW1_5763261439;blue
EUW1_5763267582;blue
EUW1_5763271798;blue
EUW1_5763272694;red
EUW1_5763278818;blue
EUW1_5763284678;blue
EUW1_5763292620;red
EUW1_5763293467;blue
EUW1_5763302073;blue
EUW1_5763304441;red
EUW1_5763304917;blue
EUW1_5763307667;blue
EUW1_5763310267;blue
EUW1_5763318526;red
EUW1_5763322420;red
EUW1_5763324006;red
EUW1_5763325310;blue
EUW1_5763328226;red
EUW1_5763330380;blue
EUW1_5763331741;red
EUW1_5763333874;blue
EUW1_5763336900;blue
EUW1_5763338619;red
EUW1_5763346351;red
EUW1_5763354191;red
EUW1_5763356297;red
EUW1_5763362484;blue
EUW1_5763376594;blue
EUW1_5763379957;red
EUW1_5763389864;red
EUW1_5763392762;blue
EUW1_5763394150;red
EUW1_5763403718;blue
EUW1_5763410685;blue
EUW1_5763415240;blue
EUW1_5763419144;blue
EUW1_5763421974;blue
EUW1_5763425098;red
EUW1_5763427727;blue
EUW1_5763443420;blue
EUW1_5763445426;blue
EUW1_5763448788;blue
EUW1_5763457527;blue
EUW1_5763459256;red
EUW1_5763469718;blue
EUW1_5763470769;red
EUW1_5763477793;red
EUW1_5763480057;red
EUW1_5763482707;red
EUW1_5763502895;red
EUW1_5763505214;red
EUW1_5763511765;red
EUW1_5763515235;red
EUW1_5763516088;red
EUW1_5763683715;blue
EUW1_5763689240;red
EUW1_5763728180;red
EUW1_5763728549;blue
EUW1_5763745631;blue
EUW1_5763753356;blue
EUW1_5763764366;blue
EUW1_5763773551;red
EUW1_5763775537;blue
EUW1_5763780708;blue
EUW1_5763782726;red
EUW1_5763804426;blue
EUW1_5763805802;red
EUW1_5763809363;red
EUW1_5763816031;red
EUW1_5763817242;red
EUW1_5763819470;blue
EUW1_5763825241;red
EUW1_5763826481;blue
EUW1_5763830450;blue
EUW1_5763960992;red
EUW1_5763962090;red
EUW1_5763971289;red
EUW1_5763971365;blue
EUW1_5763973704;red
EUW1_5763977173;red
EUW1_5763981226;red
EUW1_5763991550;red
EUW1_5763992029;blue
EUW1_5764001060;blue
EUW1_5764003765;blue
EUW1_5764023152;blue
EUW1_5764033877;red
EUW1_5764041813;red
EUW1_5764043102;blue
EUW1_5764044176;blue
